2500.00,131290.00,110504.00,322.81,83692.00,62906.00,266.76,108868.00,88082.00,276.29,87057.00,66271.00,277.21,82981.00,62195.00,260.07,2500.00
2550.00,134368.00,113166.00,324.03,85537.00,64335.00,267.49,111565.00,90364.00,277.35,89004.00,67802.00,277.98,84814.00,63613.00,260.80,2550.00
2600.00,137449.00,115832.00,325.22,87383.00,65766.00,268.20,114273.00,92656.00,278.41,90956.00,69339.00,278.74,86650.00,65033.00,261.51,2600.00
2650.00,140533.00,118500.00,326.40,89230.00,67197.00,268.91,116991.00,94958.00,279.44,92916.00,70883.00,279.49,88488.00,66455.00,262.21,2650.00
2700.00,143620.00,121172.00,327.55,91077.00,68628.00,269.60,119717.00,97269.00,280.46,94881.00,72433.00,280.22,90328.00,67880.00,262.90,2700.00
2750.00,146713.00,123849.00,328.68,92930.00,70066.00,270.29,122453.00,99588.00,281.46,96852.00,73987.00,280.94,92171.00,69306.00,263.58,2750.00
2800.00,149808.00,126528.00,329.80,94784.00,71504.00,270.94,125198.00,101917.00,282.45,98826.00,75546.00,281.65,94014.00,70734.00,264.24,2800.00
2850.00,152908.00,129212.00,330.90,96639.00,72945.00,271.60,127952.00,104256.00,283.43,100808.00,77112.00,282.36,95859.00,72163.00,264.90,2850.00
2900.00,156009.00,131898.00,331.98,98495.00,74383.00,272.25,130717.00,106605.00,284.39,102793.00,78682.00,283.05,97705.00,73593.00,265.54,2900.00
2950.00,159117.00,134589.00,333.04,100352.00,75825.00,272.88,133486.00,108959.00,285.34,104785.00,80258.00,283.73,99556.00,75028.00,266.17,2950.00
3000.00,162226.00,137283.00,334.08,102210.00,77267.00,273.51,136264.00,111321.00,286.27,106780.00,81837.00,284.40,101407.00,76464.00,266.79,3000.00
3050.00,165341.00,139982.00,335.11,104073.00,78715.00,274.12,139051.00,113692.00,287.19,108778.00,83419.00,285.06,103260.00,77902.00,267.40,3050.00
3100.00,168456.00,142681.00,336.13,105939.00,80164.00,274.73,141846.00,116072.00,288.10,110784.00,85009.00,285.71,105115.00,79341.00,268.01,3100.00
3150.00,171576.00,145385.00,337.12,107802.00,81612.00,275.33,144648.00,118458.00,289.00,112795.00,86601.00,286.36,106972.00,80782.00,268.60,3150.00
3200.00,174695.00,148089.00,338.11,109667.00,83061.00,275.91,147457.00,120851.00,289.88,114809.00,88203.00,286.99,108830.00,82224.00,269.19,3200.00
3250.00,177822.00,150801.00,339.07,111534.00,84513.00,276.49,150272.00,123250.00,290.76,116827.00,89804.00,287.61,110690.00,83668.00,269.76,3250.00
